business_supplier,contacts_url,gold_status,gold_years,main_products,supplier_url
"Shenzhen Good Faith Hotel Supply Co., Ltd.",//goodfaith8.en.alibaba.com/contactinfo.html,Gold Supplier,1,"Hotel amenities,hotel bathroom acrylic accessories,hotel wooden bathroom accessories,hotel resin bathroom accessories,hotel leather products",//goodfaith8.en.alibaba.com/company_profile.html#top-nav-bar
"Hangzhou Qinge Trade Co., Ltd.",//hzqinge.en.alibaba.com/contactinfo.html,Gold Supplier,1,"homeware decoration,storage decoration,christmas accessoriess,led light,drinkingware",//hzqinge.en.alibaba.com/company_profile.html#top-nav-bar
"Sadoo Building Materials (Xiamen) Co., Ltd.",//xmsdjc.en.alibaba.com/contactinfo.html,Gold Supplier,7,"Toilet,Sink,Shower Head,Faucet,Basin",//xmsdjc.en.alibaba.com/company_profile.html#top-nav-bar
"Taizhou Art Crystal Imp & Exp Co., Ltd.",//artcrystal.en.alibaba.com/contactinfo.html,Gold Supplier,2,"Crystal Candle Holder,Crystal Vase,Crystal Photo Frame,Crystal Animal,Crystal Xmas",//artcrystal.en.alibaba.com/company_profile.html#top-nav-bar
"Ningbo Equator Import & Export Co., Ltd.",//cn-equator.en.alibaba.com/contactinfo.html,Gold Supplier,5,"bamboo charcoal product,car accessories",//cn-equator.en.alibaba.com/company_profile.html#top-nav-bar
Mei Bao Enterprises Limited,//zqmeibao.en.alibaba.com/contactinfo.html,Gold Supplier,10,"Namecard Holder,bathroom sets,photo frame,magnet,keychain",//zqmeibao.en.alibaba.com/company_profile.html#top-nav-bar
Jianou Jinxuan Bamboo Industry Limited,//fjjxzy.en.alibaba.com/contactinfo.html,Gold Supplier,1,"Bamboo shalad bowl,bamboo kitchen utensils,bamboo daily necessities,bamboo plate,bamboo crafts",//fjjxzy.en.alibaba.com/company_profile.html#top-nav-bar
Shenzhen Dongyuan Plastic Toys Manufacturer,//dytoys.en.alibaba.com/contactinfo.html,Gold Supplier,10,"Plastic Money Box,Plastic Bath Toys,Plastic Action Figure,Vinyl Doll,Plastic Keychain,Light-up Toys",//dytoys.en.alibaba.com/company_profile.html#top-nav-bar
"Wenzhou Rugui Plastic Products Co., Ltd.",//rugui.en.alibaba.com/contactinfo.html,Gold Supplier,2,"bathroom accessories set,candy tray,makeup organizer,faux glass display tray,airtight container",//rugui.en.alibaba.com/company_profile.html#top-nav-bar
"Anhui Yageli Display Co., Ltd.",//acrylicdisplayfactory.en.alibaba.com/contactinfo.html,Supplier,6,"Acrylic Display Products(Cosmetic Display,Nail Polish Display,Watch &amp; Eyewear Display,Jewelry Display,Trophy &amp; Awards,Table Tent &amp; Menu,Box)",//acrylicdisplayfactory.en.alibaba.com/company_profile.html#top-nav-bar
"Shenzhen MINOUS Display & Exhibition Product Co., Ltd.",//minous.en.alibaba.com/contactinfo.html,Gold Supplier,1,"injection mold plastic products,acrylic display stand,acrylic box,acrylic photo frame frame,acrylic tray",//minous.en.alibaba.com/company_profile.html#top-nav-bar
Shenzhen JYC Technology Ltd.,//jyccolor.en.alibaba.com/contactinfo.html,Gold Supplier,12,"Home Accessories,Kitchen Accessories,Security &amp; Protection,tools",//jyccolor.en.alibaba.com/company_profile.html#top-nav-bar
"Shenzhen Puhua Arts & Crafts Co., Ltd.",//phchina.en.alibaba.com/contactinfo.html,Gold Supplier,9,"Lectern,Display,Acrylic Box,Acrylic Cupcake Display,Furniture",//phchina.en.alibaba.com/company_profile.html#top-nav-bar
"Shenzhen BOSN Arts & Crafts Co., Ltd.",//szbosn.en.alibaba.com/contactinfo.html,Gold Supplier,10,"Acrylic products (display,sign,holder,box,photo frame",//szbosn.en.alibaba.com/company_profile.html#top-nav-bar
"Dongguan Dongrong Silicone Products Co., Ltd.",//drsilicone.en.alibaba.com/contactinfo.html,Gold Supplier,9,"Promotional Giveaway Gifts and Stationery Supplies,Home Kitchenware Utensils and Mother-baby Supplies,Personal Beauty Care and Outdoor Sports Supplies,Apparel Luggage Bag Garment Accessories,Mobile Phone Digital Computer Accessories",//drsilicone.en.alibaba.com/company_profile.html#top-nav-bar
"Shenzhen Xianfenglong Industry Co., Ltd.",//acrylicchina.en.alibaba.com/contactinfo.html,Gold Supplier,5,"Acrylic Display Stand,Acrylic Photo Frame,Acrylic Wine Holder,Acrylic Box,Acrylic Cosmetic Display",//acrylicchina.en.alibaba.com/company_profile.html#top-nav-bar
"SZ Lohas Silicone Rubber Co., Ltd.",//srlohas.en.alibaba.com/contactinfo.html,Supplier,9,Silica Gel Products,//srlohas.en.alibaba.com/company_profile.html#top-nav-bar
Shenzhen Dongyuan Plastic Toys Manufacturer,//dytoys.en.alibaba.com/contactinfo.html,Gold Supplier,10,"Plastic Money Box,Plastic Bath Toys,Plastic Action Figure,Vinyl Doll,Plastic Keychain,Light-up Toys",//dytoys.en.alibaba.com/company_profile.html#top-nav-bar
"Wenzhou Rugui Plastic Products Co., Ltd.",//rugui.en.alibaba.com/contactinfo.html,Gold Supplier,2,"bathroom accessories set,candy tray,makeup organizer,faux glass display tray,airtight container",//rugui.en.alibaba.com/company_profile.html#top-nav-bar
"Anhui Yageli Display Co., Ltd.",//acrylicdisplayfactory.en.alibaba.com/contactinfo.html,Supplier,6,"Acrylic Display Products(Cosmetic Display,Nail Polish Display,Watch &amp; Eyewear Display,Jewelry Display,Trophy &amp; Awards,Table Tent &amp; Menu,Box)",//acrylicdisplayfactory.en.alibaba.com/company_profile.html#top-nav-bar
"Shenzhen MINOUS Display & Exhibition Product Co., Ltd.",//minous.en.alibaba.com/contactinfo.html,Gold Supplier,1,"injection mold plastic products,acrylic display stand,acrylic box,acrylic photo frame frame,acrylic tray",//minous.en.alibaba.com/company_profile.html#top-nav-bar
Shenzhen JYC Technology Ltd.,//jyccolor.en.alibaba.com/contactinfo.html,Gold Supplier,12,"Home Accessories,Kitchen Accessories,Security &amp; Protection,tools",//jyccolor.en.alibaba.com/company_profile.html#top-nav-bar
"Shenzhen Puhua Arts & Crafts Co., Ltd.",//phchina.en.alibaba.com/contactinfo.html,Gold Supplier,9,"Lectern,Display,Acrylic Box,Acrylic Cupcake Display,Furniture",//phchina.en.alibaba.com/company_profile.html#top-nav-bar
"Shenzhen BOSN Arts & Crafts Co., Ltd.",//szbosn.en.alibaba.com/contactinfo.html,Gold Supplier,10,"Acrylic products (display,sign,holder,box,photo frame",//szbosn.en.alibaba.com/company_profile.html#top-nav-bar
"Dongguan Dongrong Silicone Products Co., Ltd.",//drsilicone.en.alibaba.com/contactinfo.html,Gold Supplier,9,"Promotional Giveaway Gifts and Stationery Supplies,Home Kitchenware Utensils and Mother-baby Supplies,Personal Beauty Care and Outdoor Sports Supplies,Apparel Luggage Bag Garment Accessories,Mobile Phone Digital Computer Accessories",//drsilicone.en.alibaba.com/company_profile.html#top-nav-bar
"Shenzhen Xianfenglong Industry Co., Ltd.",//acrylicchina.en.alibaba.com/contactinfo.html,Gold Supplier,5,"Acrylic Display Stand,Acrylic Photo Frame,Acrylic Wine Holder,Acrylic Box,Acrylic Cosmetic Display",//acrylicchina.en.alibaba.com/company_profile.html#top-nav-bar
"SZ Lohas Silicone Rubber Co., Ltd.",//srlohas.en.alibaba.com/contactinfo.html,Supplier,9,Silica Gel Products,//srlohas.en.alibaba.com/company_profile.html#top-nav-bar
"Shenzhen Yaya Gifts Co., Ltd.",//yayagifts.en.alibaba.com/contactinfo.html,Gold Supplier,4,"silicne key cover,phone accicone partessories,custom silicone part,promotional gifts,silicone kitchenware",//yayagifts.en.alibaba.com/company_profile.html#top-nav-bar
"Ningbo Hongdao E-Commerce Co., Ltd.",//nborbit.en.alibaba.com/contactinfo.html,Gold Supplier,1,"mouthpiece shisha,diamond mosaic,women smoking,cigarette holder finger,5d diamond",//nborbit.en.alibaba.com/company_profile.html#top-nav-bar
Yiwu Maidi ,//maidihookah.en.alibaba.com/contactinfo.html,Gold Supplier,1,"Hookah,Shisha,chicha,nargile,hookah accessories",//maidihookah.en.alibaba.com/company_profile.html#top-nav-bar
" Set Co., Ltd.",//tobcco.en.alibaba.com/contactinfo.html,Gold Supplier,3,"Herb grinder,Smoking pipe,Cigarette case,Hookah,Cigar cutter",//tobcco.en.alibaba.com/company_profile.html#top-nav-bar
Yiwu Tobcco ,//moonking.en.alibaba.com/contactinfo.html,Supplier,8,"Hookah,Lighters",//moonking.en.alibaba.com/company_profile.html#top-nav-bar
 Set Firm,//bysum.en.alibaba.com/contactinfo.html,Gold Supplier,2,"gift,lace,LED flashlight,sunglass,turban",//bysum.en.alibaba.com/company_profile.html#top-nav-bar
"Yiwu Moonking Imp&Exp Co., Ltd.",//tollycompany.en.alibaba.com/contactinfo.html,Gold Supplier,2,"HOOKHAS,HOOKAH ACCESSORIES,SMOKING PIPES,HERB GRINDERS,ASHTRAYS",//tollycompany.en.alibaba.com/company_profile.html#top-nav-bar
"Ningbo Bysum Import & Export Co., Ltd.",//dxsilicon.en.alibaba.com/contactinfo.html,Gold Supplier,10,"Silicone Mouse Wheel,Silicone Mat,Silicone Jar,Silicone Kitchenware",//dxsilicon.en.alibaba.com/company_profile.html#top-nav-bar
"Yiwu Tolly Trading Co., Ltd.",//fsilicone.en.alibaba.com/contactinfo.html,Gold Supplier,1,"Silicone smoking products,Silicone kitchenware,Silicone Baby products,Smoking accessories,Silicone sports products",//fsilicone.en.alibaba.com/company_profile.html#top-nav-bar
"Dongguan Chakou Silicone Products Co., Ltd.",//ygxnykj.en.alibaba.com/contactinfo.html,Gold Supplier,5,"Solar vacuum tube,solar vacuum tube collector,solar heat system,solar vacuum tubes,Borosilicate Glass Vauum Tube",//ygxnykj.en.alibaba.com/company_profile.html#top-nav-bar
"Yiwu Desire Import & Export Co., Ltd.",//desire.en.alibaba.com/contactinfo.html,Gold Supplier,1,"herb grinder,lighter,cigar accessories,ashtray,cigarette machine",//desire.en.alibaba.com/company_profile.html#top-nav-bar
Shanghai BO-Glass Industrial Limited,//boglass.en.alibaba.com/contactinfo.html,Supplier,6,"Pressed Glass(Glass Cover / Dome),Optical Glass(Glass Lens / Glass filters / Glass Reflector),Glass Tube,Glass Shade,Tempered Glass Panel",//boglass.en.alibaba.com/company_profile.html#top-nav-bar
"Wenzhou Meters Int'l Trade Co., Ltd.",//meters.en.alibaba.com/contactinfo.html,Gold Supplier,8,"Hose Clamp,Cutting Tools,Measuring Tools,Mobile Phones,Home &amp; Garden",//meters.en.alibaba.com/company_profile.html#top-nav-bar
"Yiwu Eliao Trade Co., Ltd.",//eliao.en.alibaba.com/contactinfo.html,Gold Supplier,4,"Shisha,herb grinder,outdoor tour articles",//eliao.en.alibaba.com/company_profile.html#top-nav-bar
Yiwu Pinfirst Import & Export Firm,//pinfirst.en.alibaba.com/contactinfo.html,Gold Supplier,8,"Sleeping Bag,Hammock,Tent,Camping Dinnerware,Moisture-Proof Pad",//pinfirst.en.alibaba.com/company_profile.html#top-nav-bar
Huizhou City Jiyan Precision Metal Parts Factory,//jiyan.en.alibaba.com/contactinfo.html,Supplier,9,"Shaft,CNC Turning Parts,CNC Milling Parts,Automatic Parts",//jiyan.en.alibaba.com/company_profile.html#top-nav-bar
Jiangxi Hornet Industrial Ltd.,//starbuss.en.alibaba.com/contactinfo.html,Supplier,4,Rolling Paper,//starbuss.en.alibaba.com/company_profile.html#top-nav-bar
"Zhejiang Creation Industry & Trade Co., Ltd.",//zjcl.en.alibaba.com/contactinfo.html,Gold Supplier,6,"Shaker,Ice bucket",//zjcl.en.alibaba.com/company_profile.html#top-nav-bar
Yiwu Tobcco ,//tobcco.en.alibaba.com/contactinfo.html,Gold Supplier,3,"Herb grinder,Smoking pipe,Cigarette case,Hookah,Cigar cutter",//tobcco.en.alibaba.com/company_profile.html#top-nav-bar
 Set Firm,//zbchuangyou.en.alibaba.com/contactinfo.html,Gold Supplier,13,"Wine Bottle,Beer Bottle,Liquor Bottle,Borosilicate 3.3 Glass Tube,Beverage Bottle",//zbchuangyou.en.alibaba.com/company_profile.html#top-nav-bar
"Shanghai Kelesi Industry Development Co., Ltd.",//shkelesi.en.alibaba.com/contactinfo.html,Gold Supplier,2,"Acrylic solid surface,Solid Surface,Modified acrylic solid surface,acrylic counter top,artificial stone",//shkelesi.en.alibaba.com/company_profile.html#top-nav-bar
"Jinan Premium Plastic Co., Ltd.",//premiumplastic.en.alibaba.com/contactinfo.html,Gold Supplier,4,"pvc foam board,pvc foam sheet,rigid pvc board,pvc celuka board,acrylic",//premiumplastic.en.alibaba.com/company_profile.html#top-nav-bar
"Shanghai Wellink Industry Co., Ltd.",//shwellink.en.alibaba.com/contactinfo.html,Supplier,9,"Fiber Cement Board Production Line,Fiber Cement Base Plate,Fiber Cement Decorative Plate,Compound Intergrated Board",//shwellink.en.alibaba.com/company_profile.html#top-nav-bar
"Jinan Haorui Plastic Co., Ltd.",//jnhrsj.en.alibaba.com/contactinfo.html,Gold Supplier,1,"acrylic sheets,acrylic processed goods,pvc sheets,ps sheets,spray tower",//jnhrsj.en.alibaba.com/company_profile.html#top-nav-bar
"Shenzhen Wanbest Furniture Co., Ltd.",//wbstone.en.alibaba.com/contactinfo.html,Gold Supplier,4,"office desk,counter top,bar counter,solid surface,commercial furniture",//wbstone.en.alibaba.com/company_profile.html#top-nav-bar
"Hefei Dipin Digital Technology Co., Ltd.",//pre-world.en.alibaba.com/contactinfo.html,Gold Supplier,4,"ABS double color sheet,PVC foam board,PS plastic sheet,KT board,paper foam board",//pre-world.en.alibaba.com/company_profile.html#top-nav-bar
WORLDWAVE INTERNATIONAL,//worldwaveintl.trustpass.alibaba.com/contactinfo.html,Gold Supplier,1,"Porcelain Tiles,Ceramic Tiles,Sanitaryware,High Pressure Decorative Laminates,HPL",//worldwaveintl.trustpass.alibaba.com/company_profile.html#top-nav-bar
"Hefei Pre-World Import and Export Trading Co., Ltd.",//cnpreworld.en.alibaba.com/contactinfo.html,Gold Supplier,2,"PVC Foam Board,ABS Double Color Sheet,PVC Vinyl,KT Board,Paper Foam Board",//cnpreworld.en.alibaba.com/company_profile.html#top-nav-bar
"Heyuan New Baoliya Decorative Materials Co., Ltd.",//hybaoliya.en.alibaba.com/contactinfo.html,Gold Supplier,3,"Solid Surface,Quartz Stone,Acrylic Solid Surface,Gelcoat Vanity,Solid Surface Sink",//hybaoliya.en.alibaba.com/company_profile.html#top-nav-bar
TAM LONG INVESTMENT AND TRADING JOINT STOCK COMPANY,//tamlonginjsc.trustpass.alibaba.com/contactinfo.html,Gold Supplier,2,"PVC foam boards,Free PVC foam board,PVC advertising sheets,WPC PVC floor,furniture PVC foam boards",//tamlonginjsc.trustpass.alibaba.com/company_profile.html#top-nav-bar
"Shandong Quintessence Stone Co., Ltd.",//yeostone.en.alibaba.com/contactinfo.html,Gold Supplier,4,"quartz stone,artificial marble,quartz stone slab and countertop,natural marble,granite",//yeostone.en.alibaba.com/company_profile.html#top-nav-bar
"Guangzhou Deyuan Plastic Products Co., Ltd.",//deyuanacrylic.en.alibaba.com/contactinfo.html,Supplier,7,Acrylic Products,//deyuanacrylic.en.alibaba.com/company_profile.html#top-nav-bar
"Shenzhen Fotune Decoration Material Co., Limited",//fotuness.en.alibaba.com/contactinfo.html,Gold Supplier,1,"Solid Surface Sheets,Solid Surface Sink,Solid Surface Table Top,Reception Desk,Display Rack",//fotuness.en.alibaba.com/company_profile.html#top-nav-bar
"Shanghai Shengsen Decorative Material Co., Ltd.",//zhuoshiacrylic.en.alibaba.com/contactinfo.html,Gold Supplier,1,"Acrylic sheet,decorative board,acrylic MDF,PVC plywood,PETG board",//zhuoshiacrylic.en.alibaba.com/company_profile.html#top-nav-bar
"Suzhou Mkh Import & Export Co., Ltd.",//mkhinc2.en.alibaba.com/contactinfo.html,Gold Supplier,2,"MGO BOARD,FIBER CEMENT BOARD,PVC PANEL,PVC ACCESSORIES,MOUNTING PROFILES",//mkhinc2.en.alibaba.com/company_profile.html#top-nav-bar
"Hangzhou Pushang Trading Co., Ltd.",//puartificialstone.en.alibaba.com/contactinfo.html,Gold Supplier,2,"artificial stone furniture,office furniture,Bathroom,kitchen furniture,hardware",//puartificialstone.en.alibaba.com/company_profile.html#top-nav-bar
"Guangzhou Transtones Decorating Materials Co., Ltd.",//transtones.en.alibaba.com/contactinfo.html,Supplier,2,"Alabaster Sheet,Agate Slabs,Acrylic Sheet,Onyx Slabs,Bar Counter",//transtones.en.alibaba.com/company_profile.html#top-nav-bar
"Zhongshan Meyi Decoration Material Co., Ltd.",//meyistone.en.alibaba.com/contactinfo.html,Gold Supplier,1,"faux alabaster,translucent stone,resin panel,artificial onyx,artificial marble",//meyistone.en.alibaba.com/company_profile.html#top-nav-bar
ONE FRAME PRODUCTS,//kr1024744653.trustpass.alibaba.com/contactinfo.html,Gold Supplier,1,"ACRYLIC SOLID SURFACE,EPS RECYCLE RESIN,PS MOULDING",//kr1024744653.trustpass.alibaba.com/company_profile.html#top-nav-bar
"Foshan Gaoming Jinshi Building Materials Co., Ltd.",//gdjinshi.en.alibaba.com/contactinfo.html,Gold Supplier,14,"solid surface,quartz stone,bathtub,solid surface sink",//gdjinshi.en.alibaba.com/company_profile.html#top-nav-bar
"Kunshan Qiya Advertising Decoration Engineering Co., Ltd.",//sunpsign.en.alibaba.com/contactinfo.html,Gold Supplier,2,"acrylic box,acrylic cosmetics box,Acrylic related products",//sunpsign.en.alibaba.com/company_profile.html#top-nav-bar
"Shenzhen Matewell Arts & Crafts Co., Ltd.",//xinjialongled.en.alibaba.com/contactinfo.html,Gold Supplier,11,"Acrylic Display,Acrylic Aquarium,Acrylic Cosmetic Organizer,Acrylic Cupcake Display,Acrylic Sign Holder",//xinjialongled.en.alibaba.com/company_profile.html#top-nav-bar
"Zhongshan Yishang Metal Manufacturing Co., Ltd.",//zsyishang.en.alibaba.com/contactinfo.html,Gold Supplier,7,"Sheet Metal Fabrication,Display Racks,Home Decors,Custom Metal Fabrication,Custom Service",//zsyishang.en.alibaba.com/company_profile.html#top-nav-bar
Cangnan Cusun Craft & Gift Factory,//gift-rx.en.alibaba.com/contactinfo.html,Supplier,12,Plastic Products,//gift-rx.en.alibaba.com/company_profile.html#top-nav-bar
"Shenzhen Xianfenglong Industry Co., Ltd.",//acrylicchina.en.alibaba.com/contactinfo.html,Gold Supplier,5,"Acrylic Display Stand,Acrylic Photo Frame,Acrylic Wine Holder,Acrylic Box,Acrylic Cosmetic Display",//acrylicchina.en.alibaba.com/company_profile.html#top-nav-bar
Asny Craft Factory,//bestpins.en.alibaba.com/contactinfo.html,Gold Supplier,11,"Badge,Promotional Gift,Metal Gift,coin,medal",//bestpins.en.alibaba.com/company_profile.html#top-nav-bar
"Hangzhou Aolan Electronic Technology Co., Ltd.",//hzolan.en.alibaba.com/contactinfo.html,Gold Supplier,6,"Acrylic product,plastic product,home storage,household product,EAS system",//hzolan.en.alibaba.com/company_profile.html#top-nav-bar
"Shenzhen Teamlok Display Products Co., Ltd.",//teamlok.en.alibaba.com/contactinfo.html,Gold Supplier,11,"Acrylic Display Products,Push-Up Pops Containers,Display &amp; Sign Holders.,Bank Charge Menu Holder,POP Display Products",//teamlok.en.alibaba.com/company_profile.html#top-nav-bar
"Shenzhen Yuda Crafts Co., Ltd.",//4-space.en.alibaba.com/contactinfo.html,Supplier,10,"Acrylic Products (Acrylic Display,Acrylic Box,Acrylic Blocks,Acrylic Custom Products,Photo Frame)",//4-space.en.alibaba.com/company_profile.html#top-nav-bar
"Yiwu Tooomo Import & Export Co., Ltd.",//ywtonmao.en.alibaba.com/contactinfo.html,Gold Supplier,2,"stationery,accessories,card holder,ribbon,webbing",//ywtonmao.en.alibaba.com/company_profile.html#top-nav-bar
"Yiwu City Lanbiao Art & Craft Co., Ltd.",//cnlanbiao.en.alibaba.com/contactinfo.html,Gold Supplier,2,"Nail Polish,Gel Polish,Nail Lamp,Nail Tips,Nail Arts",//cnlanbiao.en.alibaba.com/company_profile.html#top-nav-bar
"Guangzhou Meixiusi Cosmetics Co., Ltd.",//mxs1688.en.alibaba.com/contactinfo.html,Gold Supplier,4,"Nail Gel,Base Gel,Topcoat,Nail Tools,Electric Nail Drill",//mxs1688.en.alibaba.com/company_profile.html#top-nav-bar
"Guangzhou Hanjie Trade Co., Ltd.",//zxfl.en.alibaba.com/contactinfo.html,Gold Supplier,13,"Rhinestone,Rhinestone Transfer,Studs,Rhinestone Trimming,Lace",//zxfl.en.alibaba.com/company_profile.html#top-nav-bar
"Yangjiang Roiphebelle Industry & Trading Co., Ltd.",//rbelle-beauty.en.alibaba.com/contactinfo.html,Gold Supplier,3,"Nail file,Foot file,Glass nail file,Nail repair,Nail clipper",//rbelle-beauty.en.alibaba.com/company_profile.html#top-nav-bar
"Zhuhai Huanyuan Bangmao Business Co., Ltd.",//cnzhytape.en.alibaba.com/contactinfo.html,Gold Supplier,1,"copper foil tape,polyimid tape,PET film tape,Teflon tape,masking tape",//cnzhytape.en.alibaba.com/company_profile.html#top-nav-bar
Guangzhou OEM Cosmetics Ltd.,//oemcos.en.alibaba.com/contactinfo.html,Gold Supplier,4,"Personal Care products,Makeup products,Nail Supplies,Multifunctional Beauty Equipments,Makeup tools",//oemcos.en.alibaba.com/company_profile.html#top-nav-bar
"Shenzhen Century Rainbow Ind. Co., Ltd.",//madeinchina.en.alibaba.com/contactinfo.html,Supplier,14,Nails Care And Beauty Tools,//madeinchina.en.alibaba.com/company_profile.html#top-nav-bar
"Nanchang Yong Guan Trading Co., Ltd.",//ygmy.en.alibaba.com/contactinfo.html,Gold Supplier,4,Daily life product manufacturers direct sales,//ygmy.en.alibaba.com/company_profile.html#top-nav-bar
"Shenzhen Qianhai Thinlan Technology Co., Ltd.",//thinlan.en.alibaba.com/contactinfo.html,Gold Supplier,5,"Nail Dryer,LED Nail Lamp,UV Nail Lamp,LED+CCFL Nail Lamp,LED Light Bulb",//thinlan.en.alibaba.com/company_profile.html#top-nav-bar
"Ningbo Buzz Import & Export Co., Ltd.",//nbbuzz.en.alibaba.com/contactinfo.html,Gold Supplier,2,"Makeup Tools,Makeup Brushes,Makeup Sponge,Hair Remover,Makeup Mirror",//nbbuzz.en.alibaba.com/company_profile.html#top-nav-bar
Pingyang Jiahong Crafts Factory,//chinajhgy.en.alibaba.com/contactinfo.html,Supplier,4,"Medal,Souvenir Coin,Badge,Key Chain,Souvenir Plate",//chinajhgy.en.alibaba.com/company_profile.html#top-nav-bar
"Shenzhen Chuangxinweiyue Process Gifts Co., Ltd.",//chuangxinweiyue.en.alibaba.com/contactinfo.html,Supplier,9,Metal Crafts,//chuangxinweiyue.en.alibaba.com/company_profile.html#top-nav-bar
Zhongshan Gifts Plastic Hardware Crafts Factory,//giftsvip.en.alibaba.com/contactinfo.html,Gold Supplier,2,"Gifts,Medal,Craft,Badge,Key chain",//giftsvip.en.alibaba.com/company_profile.html#top-nav-bar
Pingyang Wonder Crafts Factory,//wondercrafts.en.alibaba.com/contactinfo.html,Gold Supplier,4,"coin,pin badge,medal,keychain,cufflinks",//wondercrafts.en.alibaba.com/company_profile.html#top-nav-bar
"Dongguan Longyi Metal Product Co., Ltd.",//longyimetalcn.en.alibaba.com/contactinfo.html,Gold Supplier,5,"Metal craft,medal,challenge coin,dog tag,badge",//longyimetalcn.en.alibaba.com/company_profile.html#top-nav-bar
Dongguan Huancheng Metal Products Factory,//medalstech.en.alibaba.com/contactinfo.html,Gold Supplier,4,"Medals,lapel pins,Bottle Openers,keyrings,belt buckles",//medalstech.en.alibaba.com/company_profile.html#top-nav-bar
Pujiang Zuoliugu Art & Craft Limited Co.,//zuoliugu.en.alibaba.com/contactinfo.html,Gold Supplier,2,"Crystal Trophy&amp;awards,liuli awards,Metal Trophies&amp;Awards,CrystalCandle Holder,wood awards",//zuoliugu.en.alibaba.com/company_profile.html#top-nav-bar
"Wenzhou Ruichi Crafts Co. ,ltd",//rchcraft.en.alibaba.com/contactinfo.html,Gold Supplier,2,"coin,medal,keychain,badge,bottle opener",//rchcraft.en.alibaba.com/company_profile.html#top-nav-bar
"STAR LAPEL PIN CO., LTD.",//starlapelpin.en.alibaba.com/contactinfo.html,Gold Supplier,8,"China Lapel Pin,Medal,Metal Keychains,Embroidery Patch,Lanyard",//starlapelpin.en.alibaba.com/company_profile.html#top-nav-bar
"Zhongshan Artilanyard Industrial Co., Ltd.",//artilanyard.en.alibaba.com/contactinfo.html,Supplier,7,"Lanyard,Medal,Badge Pin,Keychain",//artilanyard.en.alibaba.com/company_profile.html#top-nav-bar
"Xiamen Finepack Trading Co., Ltd.",//finepack.en.alibaba.com/contactinfo.html,Gold Supplier,6,"Plastic Bottle,Acrylic Bottle,Glass Bottle,Sprayer Pump,PE tube",//finepack.en.alibaba.com/company_profile.html#top-nav-bar
"Ningbo Egrace Packaging Co., Ltd.",//egracepack.en.alibaba.com/contactinfo.html,Gold Supplier,1,"cosmetic packaging,Packaging service,Packaging container,Packaging supplies,Ceramic products",//egracepack.en.alibaba.com/company_profile.html#top-nav-bar
"Shaoxing Haijing Plastic Industry Co., Ltd.",//hjpackaging.en.alibaba.com/contactinfo.html,Gold Supplier,6,"airless bottle,cosmetic packing,acrylic bottle,vacuum bottle,cosmetic jar",//hjpackaging.en.alibaba.com/company_profile.html#top-nav-bar
"Guangzhou Jiaxing Glass Products Co., Ltd.",//jiaxingpack.en.alibaba.com/contactinfo.html,Supplier,2,"Glass Bottle,Plastic Cap,Pump",//jiaxingpack.en.alibaba.com/company_profile.html#top-nav-bar
"Yuyao Comon Foreign Trade Co., Ltd.",//yycomontrade.en.alibaba.com/contactinfo.html,Gold Supplier,3,"airless bottle,airless cosmetic bottle,cosmetic bottle,airless pump bottle,plastic bottle",//yycomontrade.en.alibaba.com/company_profile.html#top-nav-bar
"Shenzhen Itop Cosmetic Packaging Co., Limited",//itoppacking.en.alibaba.com/contactinfo.html,Gold Supplier,6,"cosmetic packaging,acrylic jar,acrylic bottle,airless jar,airless bottle",//itoppacking.en.alibaba.com/company_profile.html#top-nav-bar
"Zhangjiagang Long Jun Import And Export Trading Co., Ltd.",//jslj-group.en.alibaba.com/contactinfo.html,Gold Supplier,5,"Plastic bottle,glass bottle,can,plastic jar,glass jar",//jslj-group.en.alibaba.com/company_profile.html#top-nav-bar
"Guangzhou Ruijia Packing Products Co., Ltd.",//gzruijia.en.alibaba.com/contactinfo.html,Gold Supplier,7,"PE bottle with childproof tamper cap,Glass Bottle,Essential oil Bottle,E liquid Bottles,Perfume Bottle",//gzruijia.en.alibaba.com/company_profile.html#top-nav-bar
"Levis International Trading Co., Ltd. (Zhangjiagang)",//levis.en.alibaba.com/contactinfo.html,Supplier,7,"Airless Bottles,Lotion Bottles,Cosmetic Jars,Airless Jar,Eye Cream Bottle",//levis.en.alibaba.com/company_profile.html#top-nav-bar
"Shaoxing Dalica Cosmetic Packaging Co., Ltd.",//delicapkg.en.alibaba.com/contactinfo.html,Gold Supplier,7,"acrylic cream jar,acrylic lotion bottle,airless bottle,pump,cosmetic packaging",//delicapkg.en.alibaba.com/company_profile.html#top-nav-bar
"Shanghai Hopeck International Trade Co., Ltd.",//hopeck.en.alibaba.com/contactinfo.html,Gold Supplier,10,"Plastic Container for Cosmetic (Cosmetic Bottle,Airless Bottle,Cream Jar,Glass Product,Plastic Bottles",//hopeck.en.alibaba.com/company_profile.html#top-nav-bar
"Yuyao Hongsheng Commodity Co., Ltd.",//yyhongsheng.en.alibaba.com/contactinfo.html,Gold Supplier,5,"Plastic cap,Airless bottle,Cream pump,Plastic jar and box (not used for food)",//yyhongsheng.en.alibaba.com/company_profile.html#top-nav-bar
